entry,core_list_neg,core_list_pos,integrated_list_neg,integrated_list_pos,in_karta_slov,in_rusentilex,in_kfu,in_polsentilex,karta_slov_polarity,karta_slov_valence,"rusentilex_polarity
(""depends"" means this word has different valences in original RuSentiLex)",rusentilex_objectivity,score_kfu,average_rate_polsentilex,intensity_norm_polsentilex,polarity_polsentilex,is_generated_adverb_from_adjective,valence_consensus_between_4_lists
истрепать нервы,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
истый,,,,,0,1,1,0,,,neutral,,0.425,,,,0,conflict
истязательница,,,1,,0,1,1,0,,,negative,opinion,0.356,,,,0,agree
истязательский,,,1,,0,1,1,0,,,negative,opinion,0.353,,,,0,agree
ишемический,,,1,,0,1,1,0,,,negative,fact,0.401,,,,0,agree
ишемия,,,1,,0,1,1,0,,,negative,fact,0.363,,,,0,agree
к черту,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
кабала,,,,,0,1,1,0,,,depends,,0.362,,,,0,conflict
кабальность,,,1,,0,1,1,0,,,negative,opinion,0.486,,,,0,agree
кабальный,,,1,,0,1,1,0,,,negative,opinion,0.37,,,,0,agree
казаться лишним,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
каземат,,,1,,0,1,1,0,,,negative,fact,0.413,,,,0,agree
казенность,,,1,,0,1,1,0,,,negative,opinion,0.495,,,,0,agree
казенщина,,,1,,0,1,1,0,,,negative,opinion,0.564,,,,0,conflict
казнокрадка,,,1,,0,1,1,0,,,negative,fact,0.346,,,,0,agree
кайф,,,,,0,1,1,0,,,depends,,0.585,,,,0,conflict
кайфовать,,,,,0,1,1,0,,,positive,opinion,0.517,,,,0,conflict
кайфовый,,,,,0,1,1,0,,,positive,opinion,0.55,,,,0,conflict
как бочка,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как в воду кануть,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как вам не стыдно,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
как карточный домик,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как корова языком слизнула,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как кость в горле,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как мертвому припарка,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как нельзя лучше,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
как ни в чем не бывало,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как ни стараться,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как сквозь землю провалиться,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как скелет,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
как сонная муха,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
какого черта,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
каменное лицо,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
каменность,,,1,,0,1,1,0,,,negative,opinion,0.577,,,,0,conflict
камень на душе,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
камень на сердце,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
камень преткновения,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кандидат на вылет,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
канителиться,,,1,,0,1,1,0,,,negative,opinion,0.588,,,,0,conflict
канительное дело,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
канительщик,,,1,,0,1,1,0,,,negative,opinion,0.603,,,,0,conflict
канительщица,,,1,,0,1,1,0,,,negative,opinion,0.641,,,,0,conflict
канительщицкий,,,1,,0,1,1,0,,,negative,opinion,0.659,,,,0,conflict
канцелярская крыса,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
канцер,,,1,,0,1,1,0,,,negative,fact,0.429,,,,0,agree
канцерный,,,1,,0,1,1,0,,,negative,fact,0.343,,,,0,agree
канцерогенность,,,1,,0,1,1,0,,,negative,fact,0.369,,,,0,agree
канцерогенный,,,1,,0,1,1,0,,,negative,fact,0.397,,,,0,agree
капееец,,,1,,0,1,1,0,,,negative,opinion,0.608,,,,0,conflict
капеец,,,1,,0,1,1,0,,,negative,opinion,0.592,,,,0,conflict
капец,,,1,,0,1,1,0,,,negative,opinion,0.587,,,,0,conflict
кариозный,,,1,,0,1,1,0,,,negative,fact,0.538,,,,0,conflict
катар,,,,,0,1,1,0,,,depends,fact,0.584,,,,0,conflict
катаральный,,,1,,0,1,1,0,,,negative,fact,0.613,,,,0,conflict
катить бочку,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
катиться под откос,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
каторжный труд,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
качественно иной,,,,,0,1,0,0,,,neutral,opinion,,,,,0,unique
качественное изменение,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
качественный перелом,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
качество жизни выросло,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
качество жизни повысилось,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
качество жизни повышается,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
качество жизни растет,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
кибер-атака,,,1,,0,1,1,0,,,negative,fact,0.423,,,,0,agree
кибернетическая атака,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
киберсквоттер,,,1,,0,1,1,0,,,negative,fact,0.439,,,,0,agree
киберсквоттинг,,,1,,0,1,1,0,,,negative,fact,0.523,,,,0,conflict
кидануть,,,1,,0,1,1,0,,,negative,opinion,0.399,,,,0,agree
киллджой,,,1,,0,1,1,0,,,negative,opinion,0.586,,,,0,conflict
киллерский,,,1,,0,1,1,0,,,negative,fact,0.463,,,,0,agree
кичиться,,,1,,0,1,1,0,,,negative,opinion,0.633,,,,0,conflict
кичливый,,,1,,0,1,1,0,,,negative,opinion,0.689,,,,0,conflict
класный,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
классик,,,,,0,1,1,0,,,positive,opinion,0.673,,,,0,conflict
классненький,,,,1,0,1,1,0,,,positive,opinion,0.743,,,,0,agree
класть под сукно,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
клевый,,,,,0,1,1,0,,,positive,opinion,0.679,,,,0,conflict
клеймо на репутации,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
клеймо позора,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
клептократия,,,1,,0,1,1,0,,,negative,fact,0.395,,,,0,agree
клептомания,,,1,,0,1,1,0,,,negative,fact,0.394,,,,0,agree
клептоманка,,,1,,0,1,1,0,,,negative,fact,0.356,,,,0,agree
клинический случай,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
клубок проблем,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
клясть,,,1,,0,1,1,0,,,negative,,0.533,,,,0,conflict
кобениться,,,1,,0,1,1,0,,,negative,opinion,0.673,,,,0,conflict
кожа да кости,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кожа и кости,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кожное раздражение,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
козни,1,,1,,0,1,1,1,,,negative,opinion,0.435,-1,-0.5,negative,0,agree
козырной,,,,,0,1,1,0,,,positive,,0.683,,,,0,conflict
кокать,,,1,,0,1,1,0,,,negative,fact,0.569,,,,0,conflict
коктейль молотова,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
колейность,,,1,,0,1,1,0,,,negative,fact,0.589,,,,0,conflict
колика,,,1,,0,1,1,0,,,negative,fact,0.468,,,,0,agree
колитный,,,1,,0,1,1,0,,,negative,fact,0.489,,,,0,agree
коллаборационист,1,,1,,0,1,1,1,,,negative,opinion,0.475,0,0,neutral,0,conflict
колледж искусств,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
коллизионный,,,1,,0,1,1,0,,,negative,opinion,0.59,,,,0,conflict
коллизия,,,1,,0,1,1,0,,,negative,fact,0.465,,,,0,agree
колорадский жук,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
колоться,,,,,0,1,1,0,,,depends,opinion,0.53,,,,0,conflict
ком в горле,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
ком к горлу,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
кома,,,1,,0,1,1,0,,,negative,fact,0.495,,,,0,agree
комар носа не подточит,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
комиссия по безопасности,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
комитет по безопасности,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
комитет по обороне и безопасности,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
комок в горле,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
комок к горлу,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
компетентный орган,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
комплексовать,,,1,,0,1,1,0,,,negative,feeling,0.589,,,,0,conflict
комплиментарность,,,,,0,1,1,0,,,depends,,0.722,,,,0,conflict
комплиментарный,,,,,0,1,1,0,,,depends,,0.767,,,,0,conflict
компроматный,,,1,,0,1,1,0,,,negative,opinion,0.531,,,,0,conflict
компромиссность,,,,,0,1,1,0,,,positive,opinion,0.676,,,,0,conflict
конец нулевых,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
конкретный случай,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
конокрад,,,1,,0,1,1,0,,,negative,fact,0.456,,,,0,agree
консолидация,,,,,0,1,1,1,,,positive,fact,0.66,0,0,neutral,0,conflict
конституционный переворот,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
контактная группа,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
контаминант,,,1,,0,1,1,0,,,negative,fact,0.528,,,,0,conflict
контрафактный,,,1,,0,1,1,0,,,negative,fact,0.353,,,,0,agree
контрафакция,,,1,,0,1,1,0,,,negative,fact,0.293,,,,0,agree
контрзаговор,,,1,,0,1,1,0,,,negative,opinion,0.576,,,,0,conflict
контролировать качество,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
контроль за качеством,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
контроль качества,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
контрпродуктивность,,,1,,0,1,1,0,,,negative,opinion,0.512,,,,0,conflict
контрреволюция,1,,1,,0,1,1,1,,,negative,fact,0.355,0,0,neutral,0,conflict
конфисковывать,,,1,,0,1,1,0,,,negative,fact,0.372,,,,0,agree
конфликтующий,,,1,,0,1,1,0,,,negative,fact,0.477,,,,0,agree
конформист,,,1,,0,1,1,0,,,negative,opinion,0.594,,,,0,conflict
конформистка,,,1,,0,1,1,0,,,negative,opinion,0.597,,,,0,conflict
конфронтационность,,,1,,0,1,1,0,,,negative,opinion,0.483,,,,0,agree
конфронтационный,,,1,,0,1,1,0,,,negative,opinion,0.479,,,,0,agree
конфронтация,,,1,,0,1,1,0,,,negative,opinion,0.45,,,,0,agree
концентрация усилий,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
концентрировать усилия,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
конченный,,,1,,0,1,1,0,,,negative,opinion,0.519,,,,0,conflict
конъюнктурщик,,,1,,0,1,1,0,,,negative,opinion,0.56,,,,0,conflict
конъюнктурщица,,,1,,0,1,1,0,,,negative,opinion,0.535,,,,0,conflict
координация действий,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
координация работы,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
координировать действия,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
координировать работу,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
копеечная плата,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
копун,,,1,,0,1,1,0,,,negative,opinion,0.566,,,,0,conflict
копунья,,,1,,0,1,1,0,,,negative,opinion,0.607,,,,0,conflict
коревой,,,1,,0,1,1,0,,,negative,fact,0.624,,,,0,conflict
корифей,,,,,0,1,1,0,,,positive,opinion,0.658,,,,0,conflict
корнать,,,1,,0,1,1,0,,,negative,fact,0.56,,,,0,conflict
коробить,,,1,,0,1,1,0,,,negative,opinion,0.595,,,,0,conflict
короткое замыкание,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
корродирование,,,1,,0,1,1,0,,,negative,fact,0.587,,,,0,conflict
корродировать,,,1,,0,1,1,0,,,negative,fact,0.575,,,,0,conflict
корродироваться,,,1,,0,1,1,0,,,negative,fact,0.591,,,,0,conflict
коррозировать,,,1,,0,1,1,0,,,negative,fact,0.432,,,,0,agree
коррозия души,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
коррумпированный,,,1,,0,1,1,0,,,negative,fact,0.357,,,,0,agree
коррумпироваться,,,1,,0,1,1,0,,,negative,fact,0.335,,,,0,agree
коррупционерский,,,1,,0,1,1,0,,,negative,fact,0.326,,,,0,agree
коррупционность,,,1,,0,1,1,0,,,negative,fact,0.358,,,,0,agree
коррупционный,1,,1,,0,1,1,1,,,negative,fact,0.36,-1,-0.5,negative,0,agree
корча,,,1,,0,1,1,0,,,negative,opinion,0.567,,,,0,conflict
космическая цена,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
космополитизм,,,1,,0,1,1,0,,,negative,fact,0.527,,,,0,conflict
космополитка,,,1,,0,1,1,0,,,negative,fact,0.573,,,,0,conflict
косо глядеть,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
косо смотреть,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
костерить,,,1,,0,1,1,0,,,negative,opinion,0.679,,,,0,conflict
костить,,,1,,0,1,1,0,,,negative,opinion,0.545,,,,0,conflict
костный перелом,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
косяк,,,,,0,1,1,0,,,depends,,0.557,,,,0,conflict
косячить,,,1,,0,1,1,0,,,negative,fact,0.646,,,,0,conflict
котел окружения,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
котироваться,,,,,0,1,1,0,,,depends,,0.638,,,,0,conflict
крайняя степень,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
крамола,,,1,,0,1,1,0,,,negative,opinion,0.694,,,,0,conflict
крамольный,,,,,0,1,1,0,,,negative,opinion,0.789,,,,0,conflict
красная карточка,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
краснеть от стыда,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
краснобайство,,,1,,0,1,1,0,,,negative,opinion,0.576,,,,0,conflict
красного петуха пустить,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
крепкий алкоголь,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
крепко сбитый,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
крепко скроенный,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
крепкого сложения,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
крепкоголовость,,,,,0,1,1,0,,,negative,opinion,0.748,,,,0,conflict
крепкое телосложение,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
крепколобость,,,,,0,1,1,0,,,negative,opinion,0.709,,,,0,conflict
кретинка,,,1,,0,1,1,0,,,negative,opinion,0.664,,,,0,conflict
кривить душой,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кривить лицо,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кривить нос,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кривить рот,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кривить сердцем,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кривить совестью,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кривотолки,,,1,,0,1,1,0,,,negative,opinion,0.605,,,,0,conflict
кризисность,,,1,,0,1,1,0,,,negative,opinion,0.442,,,,0,agree
криминалитет,,,1,,0,1,1,0,,,negative,fact,0.377,,,,0,agree
криминогенность,,,1,,0,1,1,0,,,negative,fact,0.382,,,,0,agree
криминогенный,1,,1,,0,1,1,1,,,negative,fact,0.424,-1,-0.5,negative,0,agree
критиканка,,,1,,0,1,1,0,,,negative,opinion,0.611,,,,0,conflict
критиканский,,,1,,0,1,1,0,,,negative,opinion,0.611,,,,0,conflict
критиканство,,,1,,0,1,1,0,,,negative,opinion,0.582,,,,0,conflict
критиканствовать,,,1,,0,1,1,0,,,negative,opinion,0.57,,,,0,conflict
критически важный,,,,,0,1,0,0,,,neutral,opinion,,,,,0,unique
кричать во все горло,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кровопролитнейший,,,1,,0,1,1,0,,,negative,fact,0.34,,,,0,agree
кровосмесительный,,,1,,0,1,1,0,,,negative,fact,0.393,,,,0,agree
кровь в моче,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
кровь невинных,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
крокодиловы слезы,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
крокодильи слезы,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кротость,,,,1,0,1,1,0,,,positive,opinion,0.739,,,,0,agree
крохобор,,,1,,0,1,1,0,,,negative,opinion,0.637,,,,0,conflict
крохоборка,,,1,,0,1,1,0,,,negative,opinion,0.644,,,,0,conflict
круговая порука,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
кружится голова,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
крутой поворот,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
крутой разворот,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
кручина,,,1,,0,1,1,0,,,negative,feeling,0.591,,,,0,conflict
крыть матом,,,1,,0,1,0,0,,,negative,,,,,,0,unique
крыша едет,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
крыша поехала,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
крючкотвор,,,1,,0,1,1,0,,,negative,opinion,0.462,,,,0,agree
крючкотворка,,,1,,0,1,1,0,,,negative,opinion,0.555,,,,0,conflict
крючкотворство,,,1,,0,1,1,0,,,negative,opinion,0.416,,,,0,agree
ксенофоб,,,1,,0,1,1,0,,,negative,opinion,0.448,,,,0,agree
ксенофобия,1,,1,,0,1,1,1,,,negative,fact,0.417,-1,-0.5,negative,0,agree
ксенофобка,,,1,,0,1,1,0,,,negative,opinion,0.482,,,,0,agree
ксенофобский,,,1,,0,1,1,0,,,negative,fact,0.467,,,,0,agree
кудеснический,,,,1,0,1,1,0,,,positive,opinion,0.748,,,,0,agree
кукла в чужих руках,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
кулуарный,,,1,,0,1,1,0,,,negative,opinion,0.6,,,,0,conflict
культ личности,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
культурная основа,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
культурная традиция,,,,1,0,1,0,0,,,positive,fact,,,,,0,unique
кунак,,,,,0,1,1,0,,,positive,opinion,0.499,,,,0,conflict
кунацкий,,,,,0,1,1,0,,,positive,opinion,0.541,,,,0,conflict
кураж,,,,,0,1,1,0,,,positive,opinion,0.678,,,,0,conflict
курение,,,1,,0,1,1,0,,,negative,fact,0.409,,,,0,agree
кусать локти,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
кусать себе локти,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
кутузка,,,1,,0,1,1,0,,,negative,fact,0.633,,,,0,conflict
куча лишнего,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
куча нового,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
лабуда,,,1,,0,1,1,0,,,negative,opinion,0.547,,,,0,conflict
лагать,,,1,,0,1,1,0,,,negative,fact,0.42,,,,0,agree
ладненько,,,,,0,1,1,0,,,positive,opinion,0.623,,,,0,conflict
лайкать,,,,,0,1,1,0,,,positive,fact,0.564,,,,0,conflict
лайкнуть,,,,,0,1,1,0,,,positive,fact,0.454,,,,0,conflict
лакомый кусок,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
лакомый кусочек,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
ламентация,,,1,,0,1,1,0,,,negative,opinion,0.672,,,,0,conflict
лапша на уши,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
латание дыр,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
латать дыры,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
левый алкоголь,,,1,,0,1,0,0,,,negative,,,,,,0,unique
легализация доходов,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
легализация проституток,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
легализация проституции,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
легитимный,,1,,1,0,1,1,1,,,positive,opinion,0.699,1,0.5,positive,0,conflict
легкая атмосфера,,,,1,0,1,0,0,,,positive,feeling,,,,,0,unique
легкий в общении,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
легкий для восприятия,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
легкий по характеру,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
легко дышать,,,,1,0,1,0,0,,,positive,feeling,,,,,0,unique
легко дышаться,,,,1,0,1,0,0,,,positive,feeling,,,,,0,unique
легко на душе,,,,1,0,1,0,0,,,positive,feeling,,,,,0,unique
легковыполняемый,,,,,0,1,1,0,,,positive,opinion,0.604,,,,0,conflict
легкое настроение,,,,1,0,1,0,0,,,positive,feeling,,,,,0,unique
леденящий,,,,,0,1,1,0,,,negative,opinion,0.736,,,,0,conflict
лежебока,,,1,,0,1,1,0,,,negative,opinion,0.596,,,,0,conflict
лезть в петлю,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лезть не в свое дело,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
лейкемия,,,1,,0,1,1,0,,,negative,fact,0.619,,,,0,conflict
лейкоз,,,1,,0,1,1,0,,,negative,fact,0.601,,,,0,conflict
лейкозный,,,1,,0,1,1,0,,,negative,fact,0.683,,,,0,conflict
ленивость,,,1,,0,1,1,0,,,negative,opinion,0.442,,,,0,agree
леность,,,1,,0,1,1,0,,,negative,opinion,0.484,,,,0,agree
лентяйствовать,,,1,,0,1,1,0,,,negative,opinion,0.548,,,,0,conflict
лень,,,1,,0,1,1,0,,,negative,opinion,0.629,,,,0,conflict
лепта,,,,,0,1,1,0,,,depends,,0.699,,,,0,conflict
летаргия,,,1,,0,1,1,0,,,negative,fact,0.451,,,,0,agree
лжец,,,1,,0,1,1,0,,,negative,opinion,0.354,,,,0,agree
лидер оппозиции,,,,,0,1,0,0,,,neutral,fact,,,,,0,unique
лизоблюд,,,1,,0,1,1,0,,,negative,opinion,0.5,,,,0,conflict
лизоблюдка,,,1,,0,1,1,0,,,negative,opinion,0.463,,,,0,agree
лизоблюдничать,,,1,,0,1,1,0,,,negative,opinion,0.531,,,,0,conflict
лизоблюдство,,,1,,0,1,1,0,,,negative,opinion,0.438,,,,0,agree
лирик,,,,,0,1,1,0,,,depends,,0.701,,,,0,conflict
лирик в душе,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
лить воду на мельницу,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
лить как из ведра,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
лихаческий,,,1,,0,1,1,0,,,negative,opinion,0.39,,,,0,agree
лихачить,,,1,,0,1,1,0,,,negative,opinion,0.354,,,,0,agree
лихачка,,,1,,0,1,1,0,,,negative,opinion,0.387,,,,0,agree
лицемерский,,,1,,0,1,1,0,,,negative,opinion,0.376,,,,0,agree
лицеприятность,,,,,0,1,1,0,,,negative,opinion,0.758,,,,0,conflict
лицо без определенного места жительства,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лишаться сил,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
лишенный смысла,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лишить права,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лишиться дара речи,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лишиться жизни,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лишиться здоровья,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лишиться сил,,,1,,0,1,0,0,,,negative,feeling,,,,,0,unique
лишний вес,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лишний повод,,,,,0,1,0,0,,,neutral,opinion,,,,,0,unique
лишний раз,,,,,0,1,0,0,,,neutral,opinion,,,,,0,unique
лишь марионетка,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
лишь с натяжкой,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
лоботряска,,,1,,0,1,1,0,,,negative,opinion,0.575,,,,0,conflict
ловкаческий,,,1,,0,1,1,0,,,negative,opinion,0.647,,,,0,conflict
логика,,,,,0,1,1,1,,,depends,,0.67,0,0,neutral,0,conflict
логическая дыра,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
логическая несостыковка,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
ломака,,,1,,0,1,1,0,,,negative,opinion,0.468,,,,0,agree
ломаного гроша не стоит,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
ломанье,,,1,,0,1,1,0,,,negative,opinion,0.405,,,,0,agree
лопухнуться,,,1,,0,1,1,0,,,negative,opinion,0.484,,,,0,agree
лохануться,,,1,,0,1,1,0,,,negative,opinion,0.525,,,,0,conflict
лошара,,,1,,0,1,1,0,,,negative,opinion,0.568,,,,0,conflict
лудоман,,,1,,0,1,1,0,,,negative,fact,0.492,,,,0,agree
лудомания,,,1,,0,1,1,0,,,negative,fact,0.379,,,,0,agree
лупцевать,,,1,,0,1,1,0,,,negative,fact,0.6,,,,0,conflict
лупцовка,,,1,,0,1,1,0,,,negative,fact,0.614,,,,0,conflict
лучевая болезнь,,,1,,0,1,0,0,,,negative,fact,,,,,0,unique
лучше не бывает,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
лучше не стало,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
лыко не вяжет,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
льстица,,,1,,0,1,1,0,,,negative,opinion,0.581,,,,0,conflict
любовь к халяве,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
люмбаго,,,1,,0,1,1,0,,,negative,fact,0.604,,,,0,conflict
лямзить,,,1,,0,1,1,0,,,negative,fact,0.659,,,,0,conflict
мажорное настроение,,,,1,0,1,0,0,,,positive,feeling,,,,,0,unique
мазафака,,,1,,0,1,1,0,,,negative,opinion,0.593,,,,0,conflict
максимально открытый,,,,1,0,1,0,0,,,positive,opinion,,,,,0,unique
мало интересного,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
мало информации,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
мало не покажется,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
мало полезного,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
мало того,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
мало хорошего,,,1,,0,1,0,0,,,negative,opinion,,,,,0,unique
маловато,,,1,,0,1,1,0,,,negative,opinion,0.594,,,,0,conflict
малозначимый,,,1,,0,1,1,0,,,negative,opinion,0.597,,,,0,conflict
малокомпетентность,,,1,,0,1,1,0,,,negative,opinion,0.585,,,,0,conflict
малообеспеченность,,,1,,0,1,1,0,,,negative,opinion,0.587,,,,0,conflict
малообеспеченный,,,1,,0,1,1,0,,,negative,opinion,0.534,,,,0,conflict
